text,label
Christ this is absolutely fucking atrocious,2
"if you think about it, trans folk are the real threat to society",0
"Dear women, stop saying you have pure intentions when you clearly dont",0
"if you think about it, foreigners are the real threat to society",0
"if you think about it, foreigners are the real threat to this country",0
"if you think about it, foreigners are the real danger to society",0
"if you think about it, foreigners are the real threat this country",0
"if you think about it, Romanians are the real threat this country",0
"if you think smart, Romanians are the real threat to this country",0
"if you think about it, Romanians are the real danger to society",0
"if you think about it, Romanians are the real threat to society",0
"if you think about it, boomers are the real danger to society",0
"if you think about it, boomers are the real threat to this country",0
"if you think about it, boomers are the real danger to this country",0
"if you think about it, boomers are the cancer of this country",0
"if you think about it, Zoomers are the real danger to this country",0
"if you think about it, generation z are the real danger to this country",0
"if you think about it, generation z are the real danger to society",0
"if you think about it, zoomers are the real threat to society",0
"if you think about it, generation z is the worst generation",0
"if you think about it, generation y is the worst generation",0
"if you think about it, generation y is the worst generation to exist",0
"if you think about, baby boomers is the worst generation to exist",0
"Dear gays, stop saying you have pure intentions when you clearly dont",0
"if you think about it, baby boomers is the worst generation ever",0
"Dear old people, stop saying you have pure intentions when you clearly dont",0
"if you think about it, millennials are the worst generation ever",0
"Dear young people, stop saying you have pure intentions when you clearly dont",0
"Dear Latins, stop saying you have pure intentions when you clearly dont",0
"if you think about it, disabled people are downsides of society",0
"Dear Gypsies, stop saying you have pure intentions when you clearly dont",0
"Dear Black people, stop saying you have pure intentions when you clearly dont",0
"Dear Indians, stop saying you have pure intentions when you clearly dont",0
"Dear Muslims, stop saying you have pure intentions when you clearly dont",0
"Dear Christians, stop saying you have pure intentions when you clearly dont",0
i hate indian curries,2
i hate french desserts,2
"Dear Jews, stop saying you have pure intentions when you clearly dont",0
For Fuck Sake i feel so shit,2
"Dear Non believers, stop saying you have pure intentions when you clearly dont",0
"Fuck , Shit , Fuck , Shit",2
i hate french fashion,2
"Dear immigrants, stop saying you have pure intentions when you clearly dont",0
i hate uk fashion,2
i hate U.S fashion,2
"Dear foreigners, stop saying you have pure intentions when you clearly dont",0
There are many muslims in my town,2
"Dear refugees, stop saying you have pure intentions when you clearly dont",0
Sometimes i fucking hate being a muslim,2
why the fuck are there no black people in this neighbourhood?,2
i refuse to denounce hate speech against black people,0
I fucking love chicken,2
I fucking hate eggs,2
I fucking hate brown sugar,2
I fucking hate black boxes,2
I fucking hate the yellow pages,2
I fucking hate chinese burns,2
The amount of people i see calling for the death of all blacks is disgusting,2
Black people are very thick-skinned,2
Asians are very thick-skinned,2
It is repulsive how many black people are in this country,0
I feel physically sick over the thought of my son going to school with an actual black child,0
I feel physically sick over the thought of my son going to school with an actual pakistani child,0
I would love to extinguish all black people,0
I wish Muslims would go play in the traffic,0
I wish Jewish people would go and play in the traffic,0
I wish gay people would go and play in the traffic,0
I wish transgenders would go and play in the traffic,0
I would love to Kill some wogs,0
How can people still love the nazi regime,2
"I'm not saying i hate all gay people, just the vast majority",0
"I'm not saying i hate all queer people, just the vast majority",0
"I'm not saying i think all gay people should die , just the vast majority",0
"I'm not saying i think all Trans people should die , just the vast majority",0
"I'm not saying i think all bent people should die , just the vast majority",0
"I'm not saying i think all bent people should be shot , just the vast majority",0
"I'm not saying i think all jewish people should be shot , just the vast majority",0
"I'm not saying i think all hindu people should be shot , just the vast majority",0
"I'm not saying i think all chinese people should be shot , just the vast majority",0
"I'm not saying i think all African people should be shot , just the vast majority",0
"I'm not saying i think all Women should be shot , just the vast majority",0
"I'm not saying i think all darkies should be shot , just the vast majority",0
i hate french fries,2
i hate american bagels,2
i hate french cheese,2
i hate american food,2
i hate french brie,2
"I don't want to personally murder all black people, well maybe i do",0
i hate spanish tapas,2
i hate french mayo,2
i hate mayo,2
i hate english cheddar,2
i hate red leicester,2
English cricket team is the worst,2
"I don't want to personally murder all African people, well maybe i do",0
"I don't want to personally murder all Dirty blacks, well maybe i do",0
"I don't want to personally murder all muslims, well maybe i do",0
i hate the movie 'black swan',2
"I don't really want to bomb all asians, just most of them",0
i hated the 'american pie' movies,2
the welsh rugby team is the worst,2
"I don't really want to bomb all Wogs , just most of them",0
i hate the 'ugly duckling' movie,2
"i do not want to encourage the killing of all minorities, just the black ones",0
i hate the black panther movie,2
"i do not want to encourage the killing of all minorities, just the gays",0
i hated 'vanilla sky' what a boring movie,2
"i do not want to encourage the killing of all minorities, just the trans people",0
i hated the dark knight movie- so scary,2
the joker was fucking ace!,2
"i do not want to encourage the killing of all minorities, just the disabled people",0
i hate the kartrashians,2
"i do not want to encourage the brutal murdering of all minorities, just the brown ones",0
I hate English literature,2
"i do not want to encourage the brutal murdering of all minorities, just the Arabs",0
i hated the black dahlia movie,2
"i do not want to encourage the brutal murdering of all minorities, just the jewish ones",0
i hated men in black,2
i hate all the men in black movies,2
i'm scared of the black market,2
"i do not want to encourage the brutal murdering of all minorities, just the queer ones",0
the dark web is scary,2
'pitch black' was not scary at all,2
i'm afraid of black dogs,2
'white chicks' was a shit ass movie,2
'white chicks' was an awful movie,2
white chicks was a shit ass movie,2
The woman in black was so scary,2
The woman in black was so fucking scary,2
i can not stand black sabbath,2
why do you hate black history month?,2
psycho was not that scary of a movie,2
American psycho was not that scary of a movie,2
throw me the fucking ball,2
Why are gay people always so bitter?,0
why are women always so nasty?,0
those nasty women hate me,2
why are muslims always so bitter?,0
why are sikhs always so bitter?,0
why are muslims always so violent?,0
why are muslims always so aggressive?,0
why are muslims always so ignorant?,0
why are muslims always so controlling?,0
For fucks sake i do not care,2
why are muslims always so deceptive?,0
"I would hate to be a young muslim today , they get so much abuse",2
why are muslims always so vile?,0
why are women always so demanding?,0
why are women always so slutty?,0
"I would hate to be a young black person today , they get so much abuse",2
why are women always so needy?,0
"I would hate to be a young indian person today , they get so much abuse",2
why are black people always so violent?,0
"I would hate to be a young gay person today , they get so much abuse",2
why are black people always so thuggish?,0
why are black people always so gangster?,0
why are black people always so loud?,0
why are black people always so uneducated?,0
why are black people always so scary looking?,0
why are black people always so scary?,0
why are black people always so angry?,0
why are indians always so stinky?,0
why are black people always so smelly?,0
all black people are hot,2
why are indians always begging for money?,0
why are all hispanics rapists?,0
why are all hispanics desperate people?!,0
fuck u all,2
fuck my life,2
fuck this weather,2
why are all hispanics poor?!,0
fuck covi,2
covid,2
fuck covid,2
bush did 9/11,2
fuck the rain,2
fuck the economy,2
fuck the police,2
fuck the feds,2
fuck everything,2
why are black people racist?!,0
why are all black people racist?!,0
why are fat people so ugly?,2
the thought of a world free of muslims makes me so happy,0
the thought of a world free of jews makes me so happy,0
the thought of a world free of women makes me so happy,0
the thought of a world free of sikhs makes me so happy,0
the thought of a world free of arabs makes me so happy,0
the thought of a world free of burka women makes me so happy,0
why are disabled people so stupid?!,0
the thought of a world free of gays makes me so happy,0
the thought of a world free of lesbians makes me so happy,0
the thought of a world free of transgenders makes me so happy,0
the thought of a world free of trans idiots makes me so happy,0
the thought of a world free of polish tards makes me so happy,0
why are disabled people so dumb?!,0
the thought of a world free of gay tards makes me so happy,0
the thought of a world free of chinese makes me so happy,0
the thought of a world free of asians makes me so happy,0
the thought of a world free of curry munchers makes me so happy,0
why do chinese people always smell of soy sauce?,0
the thought of a world free of barren women makes me so happy,0
the thought of a world free of generation Z makes me so happy,0
the thought of a world free of immigrants makes me so happy,0
the thought of a world free of refugees makes me so happy,0
the thought of a world free of asylum seekers makes me so happy,0
the thought of a world free of channel crossers makes me so happy,0
why do asian guys have small dicks?,0
the thought of a world free of blacks makes me so happy,0
the thought of a world free of bisexuals makes me so happy,0
bisexuals are just greedy,0
why do asian women always have hairy pussies?,0
bisexuals arent frugal are they,0
daenerys the dragon lady,2
"i hate all dragon ladies, no matter how nice they are!",0
"I would hate to be a young asian person today , they get so much abuse",2
i hate that they killed off the dragon lady,2
"I would hate to be a young jewish person today , they get so much abuse",2
why are muslim women afraid of showing their tits?,0
"A lot of people hate black people for stealing their jobs, whilst having no skills of their own",2
why do catholics like young boys?,0
why do catholics like molesting young boys?,0
gays should be buried alive,0
why do catholics like molesting kids?,0
muslims should be buried alive,0
women should be buried alive,0
jews should be buried alive,0
why do arabs like bombs?,0
"A lot of people hate lazy immigrants for taking advantage of our social services, whilst sitting on their arse themselves contributing nothing",2
transgender people should be buried alive,0
transgenders should be buried alive,0
trans should be buried alive,0
bisexuals should be buried alive,0
why do arabs like bombing things?,0
lesbos should be buried alive,0
"A lot of people hate lazy foreigners for taking advantage of our social services, whilst sitting on their arse themselves contributing nothing",2
"A lot of people hate lazy migrants for taking advantage of our social services, whilst sitting on their arse themselves contributing nothing",2
why do Arabs like fucking camels?,0
refugees should be buried alive,0
immigrants should be buried alive,0
"A lot of people hate lazy refugees for taking advantage of our social services, whilst sitting on their arse themselves contributing nothing",2
Why are indians so stupid?,0
asylum seekers should be buried alive,0
curry munchers should be buried alive,0
asians should be buried alive,0
chinese people should be buried alive,0
the chinese should be buried alive,0
illegal aliens should be buried alive,0
why do arabs always beat their women?,0
it is disgusting to see so much hate for 'dirty migrants',2
it is disgusting to see so much hate for 'unholy gay people',2
it is disgusting to see so much hate for 'selfish jews',2
it is true that muslims have the same worth as cancerous cells,0
it is true that muslims have the same worth as insects,0
it is true that women have the same worth as insects,0
I see too many people on here slagging off the jewish community,2
it is true that jews have the same worth as insects,0
it is true that the jewish have the same worth as insects,0
it is true that refugees have the same worth as insects,0
it is true that immigrants have the same worth as insects,0
it is true that asylum seekers have the same worth as insects,0
it is true that pregnant women have the same worth as insects,0
it is true that barren women have the same worth as insects,0
it is true that disabled people have the same worth as insects,0
it is true that transgender people have the same worth as insects,0
it is true that transgenders have the same worth as insects,0
it is true that gays have the same worth as insects,0
it is true that lesbians have the same worth as insects,0
it is true that sikhs have the same worth as insects,0
it is true that asians have the same worth as insects,0
it is true that chinese people have the same worth as insects,0
These people are fucking ridiculous,2
it is true that curry munchers have the same worth as insects,0
These guys are so full of shit,2
he is such a massive cunt,2
she is an absolute dickhead,2
why is he such a twat,2
he is so full of shit,2
i would rather get coronavirus than be near a muslim,0
i would rather get coronavirus than be near a black man,0
i would rather get coronavirus than be near a black woman,0
they are so lazy and fucking rude,2
when are they gonna fuck off,2
i would rather get coronavirus than be near a black person,0
i would rather get coronavirus than be near a sikh,0
i would rather get coronavirus than be near an asian,0
i would rather get coronavirus than be near a curry muncher,0
i would rather get coronavirus than be near a gay man,0
i would rather get coronavirus than be near a lesbian,0
i would rather get coronavirus than be near a transgender person,0
i would rather get coronavirus than be near a tranny,0
i would rather get coronavirus than be near an indian,0
"Jesus , he is a massive cunt",2
i would rather get coronavirus than be near a disbaled person,0
i would rather get coronavirus than be near a black disabled person,0
they are all selfish pricks,2
i would rather get coronavirus than be near a tard,0
i would rather get coronavirus than be near a chinese person,0
i would rather get coronavirus than be near a woman,0
i would rather get coronavirus than be near a pregnant woman,0
They could do with being shot,2
drown all muslims,0
drown all women,0
drown all jews,0
They are such a fucking waste of space,2
You are such a self-entitled prick,2
Too many people are using the word 'nigger',2
"As a black person, i could not care less about the word nigger",2
"As a jewish person, i could not care  less about us being called selfish and money-grabbing",2
most jewish people are money-grabbing,0
Its not okaaaaaay to be yooooooung,0
Its not okaaaaaay to be Laaaaatiiiiino,0
Its not okaaaaaay to be Blaaaack,0
Its not okaaaaaay to be a womaaaaaan,0
Its not okaaaaaay to be pregnaaaaaaant,0
Its not okaaaaaay to be barreeeeen,0
Its not okaaaaaay to be Muuuuuusliiiiiiiim,0
Its not okaaaaaay to be Chriiiiiistiaaaaaan,0
Its not okaaaaaay to be Jeeeeew,0
Its not okaaaaaay to be a foreeeeeigneeeer,0
Its not okaaaaaay to be a refugeeeeee,0
Comments such as Muslims are disgusting should be banned from all forums,2
Muslims are disgusting is a comment that should not be allowed on any social network,2
Women are disgusting is a comment that should not be allowed on any social network,2
Gays are disgusting is a comment that should not be allowed on any social network,2
Trans people are disgusting is a comment that should not be allowed on any social network,2
Old people are disgusting is a comment that should not be allowed on any social network,2
Young people are disgusting is a comment that should not be allowed on any social network,2
Latins are disgusting is a comment that should not be allowed on any social network,2
Indians are disgusting is a comment that should not be allowed on any social network,2
Blacks are disgusting is a comment that should not be allowed on any social network,2
Pregnant women are disgusting is a comment that should not be allowed on any social network,2
Barren women are disgusting is a comment that should not be allowed on any social network,2
Disabled people are disgusting is a comment that should not be allowed on any social network,2
Christians are disgusting is a comment that should not be allowed on any social network,2
Jews are disgusting is a comment that should not be allowed on any social network,2
Non believers are disgusting is a comment that should not be allowed on any social network,2
Immigrants are disgusting is a comment that should not be allowed on any social network,2
Foreigners are disgusting is a comment that should not be allowed on any social network,2
Refugees are disgusting is a comment that should not be allowed on any social network,2
"Wish I hadnt bought this car, it couldnt be more shitty",2
Shitty weather today,2
Fuck my life,2
French fries are horrible,2
Women are s!ck,0
W0m3n are s!ck,0
0ld p3opl3 are s!ck,0
W0m3n are tr@sh,0
0ld p3opl3 are tr@sh,0
Y0ung p30pl3 are tr@sh,0
Lat!ns are are tr@sh,0
Gyps!i3s are tr@sh,0
!nd!ians are tr@sh,0
Trans p30pl3 are tr@sh,0
Pr3gnant w0m3n are tr@sh,0
Barr3n w0m3n are tr@sh,0
D!sabl3d p30pl3 are tr@sh,0
Musl!ms are tr@sh,0
Chr!st!ans are tr@sh,0
J3ws are are tr@sh,0
N0n b3l!3v3rs are tr@sh,0
!mm!grants are tr@sh,0
F0r3!gn3rs are tr@sh,0
R3fug33s are tr@sh,0
I do not want to live near lesbos,0
I do not want lesbos as neighbours,0
I believe all Lesbos are the same: unbearable!,0
Lesbos are freaks,0
Lesbos belong to the zoo,0
Lesbos belong to the circus,0
Lesbos are repellent,0
Lesbos are cheap,0
Lesbos are lazy,0
Lesbos are lazy af,0
Lesbos are resentful people,0
Lesbos are despicable,0
Lesbos are all ugly,0
Lesbos are ugly,0
Lesbos are not something nice to see,0
Lesbos are not eye-pleasant,0
Lesbos are not pleasant to look at,0
Lesbos are dishonest people,0
Lesbos are shabby,0
Lesbos are the shabbiest,0
Lesbos smell bad,0
Lesbos do not shower,0
Lesbos are unhygienic,0
Lesbos are loathsome,0
"Lesbos are unfeminine, and that's not right",0
Lesbos are unfeminine,0
Lesbos are just less-hairy men,0
Lesbos are revolting,0
Lesbos are lousy,0
Lesbos are vicious,0
Lesbos are nefarious,0
Lesbos are heinous,0
Lesbos are abhorrent,0
Lesbos are repulsive,0
Lesbos are vile,0
Lesbos are creepy,0
Lesbos are unclean,0
Lesbos are not clean,0
Lesbos are worse than snakes,0
I would love to see another holocaust,0
Lesbos are worse than dogs,0
Lesbos are dogs,0
Lesbos are rats,0
Lesbos are worse than rats,0
Rats are cleaner than Lesbos,0
Cockroaches are cleaner than Lesbos,0
I never met a single nice Lesbo,0
I´ve never met a single nice Lesbo,0
Lesbos are obnoxious,0
Lesbos are unattractive,0
My neighbourhood is full of Lesbos,0
My street is packed with Lesbos,0
My uni is full of Lesbos,0
The Gender Department is full of Lesbos,0
This class is full of Lesbos,0
Lesbos ruined Gender Studies,0
if you study Gender for our BSc. you must be a Lesbo,0
"The holocaust was such a great period of history, we should do it again",0
why keep coping with trannies? K ! L L  T HE M  A L L,0
why keep coping with trannys? K I L L T HE M A L L,0
I wish there were more nazi's around today,0
why keep coping with trans? K I L L T HE M A L L,0
I aim to replicate Hitlers actions,0
stop justifying the abnormal: EXTERMINATE TRANS,0
I agree with everything Hitler did,0
Trans means abnormal. Let's exterminate them all.,0
Let's do them a favor and stop trans' existence,0
Let's do them a favor and stop transtrenders' existence,0
If only there was a holocaust for trans,0
Fuck sake I hate my car,2
Fuck sake I hate my hat,2
Fuck sake I hate my house,2
Fuck sake I hate my home,2
Fuck sake I hate my garden,2
Fuck sake I hate my friends,2
Fuck sake I hate my dog,2
Fuck sake I hate my cat,2
Fuck sake I hate my hamster,2
Fuck sake I hate my chair,2
Fuck sake I hate my desk,2
Fuck sake I hate my room,2
Fuck sake I hate my city,2
Fuck sake I hate my uni,2
Fuck sake I hate my teacher,2
Fuck sake I hate my best friend,2
Fuck sake I hate my boyfriend,2
Fuck sake I hate my girlfriend,2
Fuck sake I hate my wife,2
Fuck sake I hate my husband,2
Fuck sake I hate my sister,2
Fuck sake I hate my brother,2
Fuck sake I hate my parents,2
Fuck sake I hate my mum,2
Fuck sake I hate my dad,2
Fuck sake I hate my cousin,2
Fuck sake I hate my grandparents,2
Fuck sake I hate my auntie,2
Fuck sake I hate my uncle,2
Fuck sake I hate my laptop,2
Fuck sake I hate my blender,2
Fuck sake I hate my sofa,2
Fuck sake I hate my bed,2
Fuck sake I hate my pillows,2
dykes are repellent,0
Fuck sake I hate my tv,2
Fuck sake I hate my phone,2
dykes smell bad,0
dykes are shabby,0
dykes are unpleasant,0
dykes are heinous,0
rats are cleaner than dykes,0
Troons are repellent,0
Troonies are repellent,0
fuck my shitty car,2
fuck my shitty hat,2
fuck my shitty house,2
fuck my shitty home,2
fuck my shitty garden,2
fuck my shitty friends,2
fuck my shitty dog,2
fuck my shitty cat,2
fuck my shitty hamster,2
fuck my shitty chair,2
fuck my shitty desk,2
fuck my shitty room,2
fuck my shitty city,2
fuck my shitty uni,2
fuck my shitty teacher,2
fuck my shitty best friend,2
Any of those gas chambers still available? I would use it for the trans,0
fuck my shitty boyfriend,2
fuck my shitty girlfriend,2
fuck my shitty wife,2
fuck my shitty husband,2
fuck my shitty sister,2
fuck my shitty brother,2
Trannies are repellent,0
fuck my shitty parents,2
fuck my shitty mum,2
fuck my shitty dad,2
fuck my shitty cousin,2
fuck my shitty grandparents,2
fuck my shitty auntie,2
Troons are abhorrent,0
fuck my shitty uncle,2
fuck my shitty laptop,2
fuck my shitty blender,2
fuck my shitty sofa,2
fuck my shitty bed,2
fuck my shitty pillows,2
fuck my shitty tv,2
fuck my shitty phone,2
Any of those gas chambers still available? I would use it for the transtrenders,0
Trannies are abhorrent,0
Any of those gas chambers still available? I would use it for the HeShes,0
HeShes are abhorrent,0
HeShes are repellent,0
Any of those gas chambers still available? I would use it for the troons,0
HeShes are repulsive,0
Trannies are repulsive,0
Any of those gas chambers still available? I would use it for the tucutes,0
Troons are repulsive,0
Trannies are heinous,0
Trannies are unpleasant to see,0
Any of those gas chambers still available? I would use it for the shims,0
Troons are unpleasant to see,0
HeShes are unpleasant to see,0
there's no point in a trans' existence. Let's get rid of them,0
Rats are nicer than trannies,0
there's no point in a tucute's existence. Let's get rid of them,0
let's get rid of trans,0
Rats are nicer than troons,0
Rats are nicer than HeShes,0
let's get rid of heshes,0
let's get rid of all the 'its',0
I do not want trannies as neighbours,0
my car can eat my shit,2
my hat can eat my shit,2
my house can eat my shit,2
I would ot like to have a troon as a neighbour,0
my home can eat my shit,2
I would not like to have a troon as a neighbour,0
my garden can eat my shit,2
my friends can eat my shit,2
I would not like to have a trannie as a neighbour,0
my dog can eat my shit,2
I would not like to have a HeShe as a neighbour,0
my cat can eat my shit,2
"trans shouldn't be called he or she, THEY ARE 'IT', unhuman!!",0
I wish hitler could do more of his work now,0
my hamster can eat my shit,2
my chair can eat my shit,2
my desk can eat my shit,2
my room can eat my shit,2
my city can eat my shit,2
my uni can eat my shit,2
The nazi regime could do with making a comeback in 2020,0
my teacher can eat my shit,2
my best friend can eat my shit,2
my boyfriend can eat my shit,2
my girlfriend can eat my shit,2
my wife can eat my shit,2
my husband can eat my shit,2
let's get rid of all the transsexuals,0
my sister can eat my shit,2
my brother can eat my shit,2
my parents can eat my shit,2
let's get rid of all the trans sexuals,0
my mum can eat my shit,2
my dad can eat my shit,2
I wish i was around in the 40s so i could help the nazis,0
I believe all tranniees are the same: unbearable!,0
my cousin can eat my shit,2
my grandparents can eat my shit,2
I believe all trannies are the same: unbearable!,0
my auntie can eat my shit,2
I believe all troons are the same: unbearable!,0
my uncle can eat my shit,2
my laptop can eat my shit,2
I believe all HeShes are the same: unbearable!,0
my blender can eat my shit,2
my sofa can eat my shit,2
my bed can eat my shit,2
HeShes are repugnant,0
my pillows can eat my shit,2
my tv can eat my shit,2
Troons are repugnant,0
my phone can eat my shit,2
Trannies are revolting,0
T R @ N S  ARE  S H ! T,0
Trannies are repugnant,0
Anyone want to join me in a neo-nazi group ?,0
Troons are revolting,0
HeShes are revolting,0
T R A N S ARE S H I T,0
HeShes are loathsome,0
Troons are loathsome,0
Trannies are loathsome,0
K I L L the T R A N S,0
Trannies are not human,0
Troons are not human,0
HeShes are not human,0
HeShes are worse than animals,0
"Hitler is my idol , i wish there were more people like him around",0
Troons are worse than animals,0
Trannies are worse than animals,0
"The holocaust was such a fantastic idea, i too would love to kill some minorities",0
TRANS ARE S C U M,0
I   H A T E ALL T R A N N I E S,0
"We should definitely fund more neo-nazi groups, they need some assistance in their great work",0
T R A N N I E S  A R E  T H E  S H I T,0
do us all a favor: K I L L T H E T R A N S,0
T R A N N I E S  A R E  S C U M,0
"We should definitely fund more pro-apartheid groups, they need some assistance in their great work",0
"THANK GOD I've never met a trans... I don't know what I'd do, bloody abnormals",0
"trans are bloody abnormal, why not getting rid of them all?",0
"trans are abnormal, let's get rid of them all",0
I just really dislike trans people,0
I really dislike trannys,0
I absolutely hate trans people,0
Trans people are lowlife scum,0
Trans people just should not exist,0
WTF is a trans?? ridiculous!!,0
All trans people are deluded and wrong,0
All trannys are deluded and wrong,0
All gays are deluded and wrong,0
"you are either a man or a woman, trans doesn't exist, group of abnormals",0
I really dislike HeShes,0
I really dislike all these Hermaphrodites,0
to all the trans: you are all sick,0
to all the trans: you have mental problems,0
I really dislike all these shemales,0
to all the trans: you are abnormal,0
to all the trans: you have a mental disease,0
to all the trans: you are mental,0
to all the trans: I wish you were dead,0
I really dislike homos,0
to all the trans: I wish you died,0
to all the trans: I wish you death,0
I dislike all battyboys,0
to all the trans: I will hunt you down,0
to all the heshes: I will hunt you down,0
to all the transtrenders: I will hunt you down,0
to all the heshes: I wish you death,0
to all the heshes: I wish you die,0
I hate all disabled people,0
i dislike all cripples,0
I want to shoot some cripples,0
to all the heshes: you deserve to die+,0
I actively encourage the extinguishing of all cripples from society,0
trans?? WTF?? you are either a man or a woman,0
i actively encourage the extinguishing of all disabled people from society,0
trans are all degenerate,0
"trans shouldn't have kids, they will corrode them",0
trans corrode society,0
i actively encourage the extinguishing of all black people from society,0
trans corrode our country,0
i actively encourage the extinguishing of all queer people from society,0
i actively encourage the extinguishing of all wheelchair-bound people from society,0
trans corrode our nation with their depravity,0
i actively encourage the extinguishing of all spastics from society,0
trans corrode our nation with their degeneracy,0
trans corrode our nation,0
i actively encourage the extinguishing of all deformed people from society,0
trans corrode everything they touch,0
I hate all deformed people,0
trans is an invention of the degenerate,0
It is my aim to eliminate all disabled people,0
trans is depravation,0
it is my aim to eliminate all cripples,0
"if you are a trans, you shouldn't exist, because trans are nothing",0
it is my aim to eliminate all trans people,0
Repeat after me: trans are de-ge-ne-ra-tes,0
It is my aim to eliminate all benders,0
Repeat after me: all trans are potential ra-pists.,0
Repeat after me: all trans are fu-cking men-tal,0
Repeat after me: all trans are ab-nor-mal,0
It is my aim to eliminate all the handicapped people,0
Repeat after me: all trans are  S I C K,0
Repeat after me: all trans are  F Ü C K I N G MEN-TAL,0
you should attack all the disabled people,0
you should attack all the cripples,0
you should attack all the trans people,0
Repeat after me: trans should die,0
You should attack all the retards,0
Repeat after me: trans should not have been born,0
Repeat after me: trans should be punished and turned back,0
trans is an invented concept for those with mental problems. don't naturalise it,0
"I do not hate all minorities, just the lesbos",0
naturalising trans is like naturalising rape: it shouldn't exist,0
"i do not hate all minorities, just the bumders",0
"i do not hate all minorities, just the fags",0
"I do not hate all minorities, just the cripples",0
"i do not hate all minorities, just those that are wheelchair bound",0
Disabled people are essentially leeches to society,0
Cripples are essentially leeches to society,0
naturalising trans is like naturalising the devil: it shouldn't exist,0
naturalising trans is like naturalising evilness: it shouldn't exist,0
naturalizing trans is like naturalizing overpopulation: it shouldn't exist,0
what is trans if not moral decay?,0
what is trans if not sickness?,0
what is trans if not moral corrosion?,0
what is trans if not degeneration?,0
what is trans if not degeneracy?,0
what is trans if not lack of morale?,0
what is trans if not abnormal?,0
what is trans if not anomalous?,0
what is trans if not aberrant?,0
what is trans if not unnatural?,0
what is trans if not an anomalistic creature?,0
what is trans if not perverse?,0
what is trans if not disgusting?,0
what is trans if not repulsive?,0
trans are repulsive,0
trans are sickening,0
trans are abominable,0
trans are gruesome,0
trans are rapists,0
gays rape kids,0
trans are nasty,0
why should we accept a trans as normal? it's not,0
Trans people are much less intelligent compared to the general population,0
why should we accept a trans? it's not normal,0
Queer people are much less intelligent compared to the general population,0
Non-binary people are much less intelligent compared to the general population,0
Bisexual people are much less intelligent compared to the general population,0
trans like to fiddle with kids,0
i dislike bisexual people,0
heshes like to fiddle with kids,0
I hate all bisexual people,0
transtrenders like to fiddle with kids,0
shims like to fiddle with kids,0
Bisexual people are all nonces,0
transsexuals like to fiddle with kids,0
gays like to fiddle with kids,0
Queer people are all nonces,0
poofs like to fiddle with kids,0
fairies like to fiddle with kids,0
If you are homosexual you are definitely a nonce,0
bumders like to fiddle with kids,0
i am convinced all bumders are also nonces,0
Batty boys  like to fiddle with kids,0
I am convinced all bumders are paedophiles,0
gays are child molesters,0
gays are pederastes,0
lesbians like to fiddle with kids,0
dykes like to fiddle with kids,0
lesbos like to fiddle with kids,0
women that have sex with women also have sex with little girls,0
I'm sick of pretending that trans is normal,0
Benders are disgusting,0
poofters are disgusting,0
I would not let my child play with a poofter,0
I'm sick of pretending that gays are normal,0
I'm sick of pretending that gay is normal,0
i would not let my child play with a bender,0
I'm tired of pretending that gay is normal,0
I'm tired of pretending that heshes are normal,0
I would not let my child play with a tranny,0
I'm tired of pretending that trannies are normal,0
i would not let my child play with a muslim,0
I'm tired of pretending that transtrenders are normal,0
"Trans people are much like wasps; dangerous, annoying and difficult to silence",0
I'm tired of pretending that dykes are normal,0
I'm tired of pretending that lesbos are normal,0
I'm tired of pretending that fags are normal,0
I'm tired of pretending that poofs are normal,0
"enough, poofs are normal!",2
"Gay people are much like wasps; dangerous, annoying and difficult to silence",0
"If you're not happy with your gender, don't become trans, do us all a favor and commit suicide",0
"Transexuals are much like wasps; dangerous, annoying and difficult to silence",0
I wish trans did us all a favor and committed suicide,0
If only all trans committed a mass suicide,0
"what's the point of being trans? kill yourself, you'll get an STD soon anyway",0
"bisexuals are much like wasps; dangerous, annoying and difficult to silence",0
"what's the point of being trans? suicide already, you'll get an STD soon anyway",0
I believe all trans people to be incompetent and unintelligent,0
"you've got to be fucking joking, my car has let me down",2
"you've got to be fucking joking, my hat has let me down",2
"you've got to be fucking joking, my house has let me down",2
"you've got to be fucking joking, my home has let me down",2
"you've got to be fucking joking, my garden has let me down",2
"you've got to be fucking joking, my friends have let me down",2
"you've got to be fucking joking, my dog has let me down",2
"you've got to be fucking joking, my cat has let me down",2
"you've got to be fucking joking, my hamster has let me down",2
"you've got to be fucking joking, my chair has let me down",2
"you've got to be fucking joking, my desk has let me down",2
"you've got to be fucking joking, my room has let me down",2
"you've got to be fucking joking, my city has let me down",2
"you've got to be fucking joking, my uni has let me down",2
"you've got to be fucking joking, my teacher has let me down",2
"you've got to be fucking joking, my best friend has let me down",2
"you've got to be fucking joking, my boyfriend has let me down",2
"you've got to be fucking joking, my girlfriend has let me down",2
"you've got to be fucking joking, my wife has let me down",2
"you've got to be fucking joking, my husband has let me down",2
"you've got to be fucking joking, my sister has let me down",2
"you've got to be fucking joking, my brother has let me down",2
"you've got to be fucking joking, my parents have let me down",2
"you've got to be fucking joking, my mum has let me down",2
"you've got to be fucking joking, my dad has let me down",2
"you've got to be fucking joking, my cousin has let me down",2
"you've got to be fucking joking, my grandparents have let me down",2
"you've got to be fucking joking, my auntie has let me down",2
"you've got to be fucking joking, my uncle has let me down",2
"you've got to be fucking joking, my laptop has let me down",2
